season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,TOD,Rush,Wind,Hum,prev_count
1,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,192,Morning,Not Rush,Medium,High,154.0
1,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,229,Afternoon,Not Rush,Low,High,192.0
1,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,303,Afternoon,Not Rush,Low,High,229.0
1,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,225,Afternoon,Not Rush,Low,High,303.0
1,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,243,Afternoon,Not Rush,Low,High,225.0
1,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,378,Afternoon,Not Rush,Low,High,243.0
1,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729,Evening,Rush,Low,High,378.0
1,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779,Evening,Rush,Low,High,729.0
1,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582,Evening,Not Rush,Low,High,779.0
1,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,374,Evening,Not Rush,Low,High,582.0
1,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,251,Night,Not Rush,Medium,High,374.0
1,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,197,Night,Not Rush,Medium,High,251.0
1,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,125,Night,Not Rush,Low,High,197.0
1,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,41,Night,Not Rush,Low,High,125.0
1,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,30,Night,Not Rush,Low,High,41.0
1,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,6,Night,Not Rush,Low,High,30.0
1,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,7,Night,Not Rush,Low,High,6.0
1,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,6,Night,Not Rush,Low,High,7.0
1,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,34,Night,Not Rush,Low,High,6.0
1,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,136,Morning,Not Rush,Low,High,34.0
1,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,361,Morning,Rush,Low,High,136.0
1,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649,Morning,Rush,Low,High,361.0
1,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,318,Morning,Not Rush,Low,High,649.0
1,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,142,Morning,Not Rush,Low,High,318.0
1,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,219,Morning,Not Rush,Low,High,142.0
1,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,272,Afternoon,Not Rush,Medium,High,219.0
1,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,298,Afternoon,Not Rush,Low,High,272.0
1,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,257,Afternoon,Not Rush,Medium,High,298.0
1,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,304,Afternoon,Not Rush,Medium,High,257.0
1,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,425,Afternoon,Not Rush,Medium,High,304.0
1,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810,Evening,Rush,Medium,High,425.0
1,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,801,Evening,Rush,Medium,High,810.0
1,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586,Evening,Not Rush,Low,High,801.0
1,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,424,Evening,Not Rush,High,High,586.0
1,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,374,Night,Not Rush,Medium,High,424.0
1,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,220,Night,Not Rush,Medium,High,374.0
1,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,151,Night,Not Rush,Low,High,220.0
1,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,95,Night,Not Rush,Low,High,151.0
1,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,50,Night,Not Rush,Low,High,95.0
1,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,32,Night,Not Rush,Low,High,50.0
1,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,10,Night,Not Rush,Medium,High,32.0
1,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,3,Night,Not Rush,Medium,High,10.0
1,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,34,Night,Not Rush,Low,High,3.0
1,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,116,Morning,Not Rush,Low,High,34.0
1,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,346,Morning,Rush,Medium,High,116.0
1,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662,Morning,Rush,Medium,High,346.0
1,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,380,Morning,Not Rush,Low,High,662.0
1,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,275,Morning,Not Rush,Medium,High,380.0
1,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,318,Morning,Not Rush,Medium,High,275.0
1,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,471,Afternoon,Not Rush,High,High,318.0
1,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,428,Afternoon,Not Rush,Low,Medium,471.0
1,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,432,Afternoon,Not Rush,Medium,Medium,428.0
1,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,472,Afternoon,Not Rush,Medium,Medium,432.0
1,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,589,Afternoon,Not Rush,Medium,Medium,472.0
1,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957,Evening,Rush,Medium,Medium,589.0
1,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830,Evening,Rush,Medium,Medium,957.0
1,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,686,Evening,Not Rush,Medium,Medium,830.0
1,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,445,Evening,Not Rush,Medium,Medium,686.0
1,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,284,Night,Not Rush,Medium,Medium,445.0
1,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,271,Night,Not Rush,High,High,284.0
1,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,176,Night,Not Rush,High,High,271.0
1,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,156,Night,Not Rush,Low,High,176.0
1,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,128,Night,Not Rush,Low,High,156.0
1,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,69,Night,Not Rush,Medium,High,128.0
1,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,32,Night,Not Rush,Medium,High,69.0
1,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,7,Night,Not Rush,Low,High,32.0
1,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,4,Night,Not Rush,Medium,High,7.0
1,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,28,Morning,Not Rush,Medium,High,4.0
1,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,70,Morning,Rush,Medium,High,28.0
1,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,154,Morning,Rush,Medium,High,70.0
1,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,249,Morning,Not Rush,Medium,High,154.0
1,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,345,Morning,Not Rush,Medium,High,249.0
1,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,273,Morning,Not Rush,Medium,High,345.0
1,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,183,Afternoon,Not Rush,High,High,273.0
1,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,196,Afternoon,Not Rush,High,High,183.0
1,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,223,Afternoon,Not Rush,High,High,196.0
1,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,290,Afternoon,Not Rush,High,High,223.0
1,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,177,Afternoon,Not Rush,High,High,290.0
1,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,115,Evening,Rush,High,High,177.0
1,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,137,Evening,Rush,High,High,115.0
1,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,133,Evening,Not Rush,Medium,High,137.0
1,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,111,Evening,Not Rush,Medium,High,133.0
1,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,104,Night,Not Rush,Medium,High,111.0
1,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,83,Night,Not Rush,High,High,104.0
1,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,105,Night,Not Rush,High,High,83.0
1,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,80,Night,Not Rush,High,High,105.0
1,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,89,Night,Not Rush,High,High,80.0
1,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,35,Night,Not Rush,High,High,89.0
1,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,18,Night,Not Rush,High,High,35.0
1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,8,Night,Not Rush,High,High,18.0
1,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,6,Night,Not Rush,High,High,8.0
1,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,18,Morning,Not Rush,High,High,6.0
1,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,39,Morning,Rush,High,High,18.0
1,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,89,Morning,Rush,High,High,39.0
1,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,118,Morning,Not Rush,High,High,89.0
1,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,250,Morning,Not Rush,High,High,118.0
1,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,323,Morning,Not Rush,High,High,250.0
1,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,360,Afternoon,Not Rush,High,High,323.0
1,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367,Afternoon,Not Rush,Medium,High,360.0
1,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,414,Afternoon,Not Rush,Medium,High,367.0
1,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,421,Afternoon,Not Rush,Medium,High,414.0
1,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,492,Afternoon,Not Rush,Low,High,421.0
1,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,419,Evening,Rush,Low,High,492.0
1,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,491,Evening,Rush,Low,High,419.0
1,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,375,Evening,Not Rush,High,High,491.0
1,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,259,Evening,Not Rush,High,High,375.0
1,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,149,Night,Not Rush,Medium,High,259.0
1,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,111,Night,Not Rush,Medium,High,149.0
1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,65,Night,Not Rush,Medium,High,111.0
1,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,33,Night,Not Rush,Medium,High,65.0
1,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,28,Night,Not Rush,High,High,33.0
1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,20,Night,Not Rush,High,High,28.0
1,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,1,Night,Not Rush,Medium,High,20.0
1,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,4,Night,Not Rush,Medium,High,1.0
1,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,36,Night,Not Rush,Medium,High,4.0
1,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,117,Morning,Not Rush,Medium,High,36.0
1,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,370,Morning,Rush,Medium,High,117.0
1,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,657,Morning,Rush,High,High,370.0
1,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,282,Morning,Not Rush,High,Medium,657.0
1,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153,Morning,Not Rush,High,Medium,282.0
1,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178,Morning,Not Rush,High,Medium,153.0
1,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,279,Afternoon,Not Rush,High,Medium,178.0
1,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301,Afternoon,Not Rush,High,Low,279.0
1,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,217,Afternoon,Not Rush,High,Medium,301.0
1,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,223,Afternoon,Not Rush,High,Low,217.0
1,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305,Afternoon,Not Rush,High,Low,223.0
1,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664,Evening,Rush,High,Low,305.0
1,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684,Evening,Rush,High,Low,664.0
1,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,458,Evening,Not Rush,High,Low,684.0
1,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221,Evening,Not Rush,High,Low,458.0
1,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,186,Night,Not Rush,High,Low,221.0
1,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,93,Night,Not Rush,High,Low,186.0
1,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,48,Night,Not Rush,High,Low,93.0
1,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10,Night,Not Rush,High,Low,48.0
1,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,5,Night,Not Rush,High,Low,10.0
1,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,7,Night,Not Rush,High,High,5.0
1,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,4,Night,Not Rush,High,High,7.0
1,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,3,Night,Not Rush,High,Medium,4.0
1,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,17,Night,Not Rush,High,Medium,3.0
1,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,101,Morning,Not Rush,Medium,Medium,17.0
1,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,286,Morning,Rush,Medium,Medium,101.0
1,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581,Morning,Rush,High,Medium,286.0
1,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,267,Morning,Not Rush,Medium,Medium,581.0
1,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,138,Morning,Not Rush,High,Medium,267.0
1,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,175,Morning,Not Rush,Medium,Medium,138.0
1,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,220,Afternoon,Not Rush,Medium,Medium,175.0
1,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,211,Afternoon,Not Rush,Low,Low,220.0
1,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,184,Afternoon,Not Rush,Medium,Low,211.0
1,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,200,Afternoon,Not Rush,Low,Low,184.0
1,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,305,Afternoon,Not Rush,Low,Low,200.0
1,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614,Evening,Rush,Low,Low,305.0
1,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644,Evening,Rush,Low,Low,614.0
1,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,417,Evening,Not Rush,Low,Low,644.0
1,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,294,Evening,Not Rush,Low,Low,417.0
1,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,221,Night,Not Rush,Medium,Medium,294.0
1,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,134,Night,Not Rush,Medium,Medium,221.0
1,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,64,Night,Not Rush,Medium,Medium,134.0
1,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,30,Night,Not Rush,High,Medium,64.0
1,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,8,Night,Not Rush,High,Medium,30.0
1,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,3,Night,Not Rush,High,Medium,8.0
1,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,5,Night,Not Rush,High,Medium,3.0
1,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,Night,Not Rush,High,Medium,5.0
1,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,40,Night,Not Rush,High,Medium,1.0
1,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,115,Morning,Not Rush,High,Medium,40.0
1,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,358,Morning,Rush,High,Medium,115.0
1,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,658,Morning,Rush,High,Medium,358.0
1,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,314,Morning,Not Rush,High,Medium,658.0
1,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,173,Morning,Not Rush,High,Medium,314.0
1,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,222,Morning,Not Rush,High,Medium,173.0
1,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,268,Afternoon,Not Rush,High,Medium,222.0
1,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,273,Afternoon,Not Rush,High,Medium,268.0
1,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,221,Afternoon,Not Rush,High,Medium,273.0
1,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,199,Afternoon,Not Rush,High,Medium,221.0
1,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,221,Afternoon,Not Rush,Low,Medium,199.0
1,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604,Evening,Rush,High,High,221.0
1,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,641,Evening,Rush,High,High,604.0
1,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,456,Evening,Not Rush,Medium,Medium,641.0
1,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,362,Evening,Not Rush,High,Medium,456.0
1,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,261,Night,Not Rush,High,High,362.0
1,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,172,Night,Not Rush,Medium,High,261.0
1,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,93,Night,Not Rush,Medium,High,172.0
1,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,48,Night,Not Rush,Medium,High,93.0
1,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,33,Night,Not Rush,Medium,High,48.0
1,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,6,Night,Not Rush,High,Low,33.0
1,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,5,Night,Not Rush,High,Low,6.0
1,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,9,Night,Not Rush,High,Medium,5.0
1,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,32,Night,Not Rush,High,Medium,9.0
1,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,117,Morning,Not Rush,High,Medium,32.0
1,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,367,Morning,Rush,High,Medium,117.0
1,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654,Morning,Rush,High,Medium,367.0
1,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,321,Morning,Not Rush,High,Medium,654.0
1,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,166,Morning,Not Rush,High,Medium,321.0
1,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,220,Morning,Not Rush,High,Medium,166.0
1,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,292,Afternoon,Not Rush,High,Medium,220.0
1,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,273,Afternoon,Not Rush,High,Medium,292.0
1,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,238,Afternoon,Not Rush,High,Medium,273.0
1,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,307,Afternoon,Not Rush,High,Medium,238.0
1,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,388,Afternoon,Not Rush,High,Medium,307.0
1,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703,Evening,Rush,High,Medium,388.0
1,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,681,Evening,Rush,High,Medium,703.0
1,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,468,Evening,Not Rush,High,Medium,681.0
1,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,335,Evening,Not Rush,High,Medium,468.0
1,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,224,Night,Not Rush,High,Medium,335.0
1,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,152,Night,Not Rush,High,Medium,224.0
1,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,94,Night,Not Rush,High,Medium,152.0
1,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,59,Night,Not Rush,High,Medium,94.0
1,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,27,Night,Not Rush,High,Medium,59.0
1,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,7,Night,Not Rush,High,Medium,27.0
1,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,7,Night,Not Rush,Medium,High,7.0
1,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,2,Night,Not Rush,Low,Medium,7.0
1,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,26,Night,Not Rush,Low,High,2.0
1,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,86,Morning,Not Rush,Medium,Medium,26.0
1,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,289,Morning,Rush,Medium,Medium,86.0
1,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,593,Morning,Rush,Medium,High,289.0
1,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,321,Morning,Not Rush,Medium,Medium,593.0
1,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,187,Morning,Not Rush,Medium,Medium,321.0
1,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,201,Morning,Not Rush,Low,Medium,187.0
1,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,270,Afternoon,Not Rush,Low,Medium,201.0
1,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,242,Afternoon,Not Rush,Low,Medium,270.0
1,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,229,Afternoon,Not Rush,Low,Medium,242.0
1,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,280,Afternoon,Not Rush,Low,Medium,229.0
1,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,367,Afternoon,Not Rush,High,High,280.0
1,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,606,Evening,Rush,High,High,367.0
1,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,560,Evening,Rush,Medium,Medium,606.0
1,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,395,Evening,Not Rush,High,High,560.0
1,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,209,Evening,Not Rush,Medium,High,395.0
1,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,220,Night,Not Rush,Medium,High,209.0
1,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,153,Night,Not Rush,Medium,High,220.0
1,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,123,Night,Not Rush,Low,High,153.0
1,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,92,Night,Not Rush,Medium,High,123.0
1,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,82,Night,Not Rush,Medium,High,92.0
1,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,69,Night,Not Rush,High,High,82.0
1,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,31,Night,Not Rush,High,High,69.0
1,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,8,Night,Not Rush,High,High,31.0
1,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,5,Night,Not Rush,High,High,8.0
1,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,23,Morning,Not Rush,Medium,High,5.0
1,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,44,Morning,Rush,Medium,High,23.0
1,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,145,Morning,Rush,Medium,High,44.0
1,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,223,Morning,Not Rush,Medium,High,145.0
1,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,313,Morning,Not Rush,Medium,High,223.0
1,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,463,Morning,Not Rush,Medium,High,313.0
1,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,621,Afternoon,Not Rush,Low,High,463.0
1,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,638,Afternoon,Not Rush,Medium,High,621.0
1,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,551,Afternoon,Not Rush,High,High,638.0
1,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,605,Afternoon,Not Rush,High,Medium,551.0
1,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,535,Afternoon,Not Rush,High,High,605.0
1,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,543,Evening,Rush,High,High,535.0
1,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,341,Evening,Rush,High,High,543.0
1,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,284,Evening,Not Rush,High,High,341.0
1,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,208,Evening,Not Rush,High,High,284.0
1,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,143,Night,Not Rush,High,High,208.0
1,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,156,Night,Not Rush,High,High,143.0
1,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,112,Night,Not Rush,High,High,156.0
